Run,#Features,#NodesExplored,#TotalIterationsExecuted,#TotalNodes,Algorithm,AlgorithmSteps,Configuration,ExecutionTime,Reward,StoppingCondition,ValidConfiguration
25,56,112,112,1343,"UCT MCTS (sc:iters=1, ew=0.5)",56,"['MiniSAT-satispy', 'pydepqbf', 'umo', 'pycosat', 'PicoSAT-pycosat', 'setuptools', 'DecisionModel', 'pylgl', 'AutomatedReasoning', 'FeatureIDE', 'CNFModel', 'System', 'FeatureModel', 'satispy', 'Linux', 'pybind11', 'ValidProduct', 'python-sat', 'pycryptosat', 'Interoperability', 'ErrorDiagnosis', 'DepMng', 'Utils', 'ValidConfiguration', 'Solvers', 'CoreFeatures', 'satyrn', 'AAFMFramework', 'AllProducts', 'DeadFeatures', 'MiniSAT-python-sat', 'ValidModel', 'Metamodels', 'PicoSAT', 'MiniSAT', 'Operations', 'pyglucose', 'Glucose', 'wheel', 'PicoSAT-pyPicosat', 'MiniSAT-umo', 'Lingeling-python-sat', 'six', 'UVL', 'pkg-resources', 'APISolvers', 'Glucose-python-sat', 'SPLOT', 'lark-parser', 'pip', 'antlr4-python3-runtime', 'pyPicosat', 'ErrorDetection', 'Lingeling', 'ParserTechnology', 'Packages']",0.6503591537475586,7,1,True
26,62,122,124,1671,"UCT MCTS (sc:iters=1, ew=0.5)",62,"['pycosat', 'Lingeling-python-sat', 'pkg-resources', 'ErrorDetection', 'ValidModel', 'MiniSAT-satispy', 'satyrn', 'AllProducts', 'ErrorDiagnosis', 'Utils', 'MiniSAT-umo', 'python-sat', 'SimpleParse', 'satispy', 'Interoperability', 'Lingeling-pylgl', 'SPLOT', 'Glucose', 'CoreFeatures', 'antlr4-python3-runtime', 'Glucose-python-sat', 'ValidProduct', 'APISolvers', 'ebnf', 'DepMng', 'PicoSAT-pycosat', 'CNFModel', 'UVL', 'pyglucose', 'pip', 'MiniSAT', 'Metamodels', 'AutomatedReasoning', 'pyPicosat', 'setuptools', 'PicoSAT-pyPicosat', 'Operations', 'Win', 'AAFMFramework', 'pipdeptree', 'ParserTechnology', 'Lingeling-satispy', 'PicoSAT', 'lark-parser', 'MiniSAT-python-sat', 'pybind11', 'DeadFeatures', 'Glucose-pyglucose', 'pycryptosat', 'umo', 'Solvers', 'six', 'FeatureIDE', 'ValidConfiguration', 'Lingeling', 'System', 'DecisionModel', 'wheel', 'pydepqbf', 'pylgl', 'Packages', 'FeatureModel']",0.7581357955932617,-1,1,False
27,62,123,124,1931,"UCT MCTS (sc:iters=1, ew=0.5)",62,"['AutomatedReasoning', 'pycosat', 'pyglucose', 'UVL', 'APISolvers', 'pybind11', 'Interoperability', 'SPLOT', 'AAFMFramework', 'ValidModel', 'pylgl', 'ParserTechnology', 'satyrn', 'Win', 'python-sat', 'ValidConfiguration', 'Utils', 'MiniSAT-python-sat', 'System', 'MiniSAT', 'Glucose', 'PicoSAT', 'ebnf', 'Lingeling', 'Glucose-pyglucose', 'ErrorDiagnosis', 'pydepqbf', 'six', 'AllProducts', 'MiniSAT-umo', 'Solvers', 'pipdeptree', 'pyPicosat', 'pkg-resources', 'PicoSAT-pycosat', 'Lingeling-pylgl', 'Packages', 'FeatureModel', 'MiniSAT-satispy', 'setuptools', 'pycryptosat', 'Lingeling-python-sat', 'antlr4-python3-runtime', 'satispy', 'pip', 'DepMng', 'Metamodels', 'ErrorDetection', 'SimpleParse', 'DeadFeatures', 'wheel', 'CNFModel', 'ValidProduct', 'Glucose-python-sat', 'CoreFeatures', 'Lingeling-satispy', 'lark-parser', 'Operations', 'umo', 'DecisionModel', 'PicoSAT-pyPicosat', 'FeatureIDE']",0.7748932838439941,-1,1,False
28,61,122,122,1938,"UCT MCTS (sc:iters=1, ew=0.5)",61,"['ValidProduct', 'Lingeling', 'PicoSAT-pycosat', 'Solvers', 'System', 'AutomatedReasoning', 'APISolvers', 'MiniSAT', 'umo', 'python-sat', 'satispy', 'pycosat', 'UVL', 'PicoSAT-pyPicosat', 'Glucose', 'lark-parser', 'pybind11', 'Utils', 'six', 'ErrorDetection', 'Lingeling-pylgl', 'FeatureIDE', 'PicoSAT', 'pydepqbf', 'Lingeling-satispy', 'ValidModel', 'MiniSAT-satispy', 'Glucose-pyglucose', 'Linux', 'DeadFeatures', 'SimpleParse', 'wheel', 'pkg-resources', 'ErrorDiagnosis', 'pipdeptree', 'DepMng', 'MiniSAT-umo', 'antlr4-python3-runtime', 'Glucose-python-sat', 'Packages', 'CoreFeatures', 'ParserTechnology', 'pyglucose', 'ebnf', 'Interoperability', 'pip', 'FeatureModel', 'setuptools', 'DecisionModel', 'AAFMFramework', 'AllProducts', 'MiniSAT-python-sat', 'CNFModel', 'Metamodels', 'satyrn', 'pyPicosat', 'Lingeling-python-sat', 'Operations', 'pylgl', 'pycryptosat', 'SPLOT']",0.7363924980163574,4,1,True
29,59,118,118,2695,"UCT MCTS (sc:iters=1, ew=0.5)",59,"['Glucose-pyglucose', 'MiniSAT-python-sat', 'Lingeling-python-sat', 'ParserTechnology', 'setuptools', 'pkg-resources', 'PicoSAT-pycosat', 'pydepqbf', 'DepMng', 'Utils', 'python-sat', 'Linux', 'ValidProduct', 'System', 'pyPicosat', 'ValidModel', 'Lingeling', 'MiniSAT', 'six', 'FeatureIDE', 'AAFMFramework', 'CoreFeatures', 'pycryptosat', 'ValidConfiguration', 'CNFModel', 'AutomatedReasoning', 'PicoSAT-pyPicosat', 'Solvers', 'pyglucose', 'pylgl', 'UVL', 'SimpleParse', 'Operations', 'pip', 'AllProducts', 'ErrorDiagnosis', 'APISolvers', 'pybind11', 'satispy', 'Glucose', 'ebnf', 'wheel', 'antlr4-python3-runtime', 'ErrorDetection', 'MiniSAT-umo', 'DecisionModel', 'Metamodels', 'Interoperability', 'Packages', 'satyrn', 'MiniSAT-satispy', 'umo', 'Lingeling-pylgl', 'FeatureModel', 'PicoSAT', 'SPLOT', 'lark-parser', 'pycosat', 'pipdeptree']",0.823192834854126,8,1,True
30,33,66,66,716,"UCT MCTS (sc:iters=1, ew=0.5)",33,"['satispy', 'Utils', 'python-sat', 'SPLOT', 'FeatureIDE', 'UVL', 'SimpleParse', 'AAFMFramework', 'pyPicosat', 'pkg-resources', 'System', 'pycryptosat', 'pylgl', 'Metamodels', 'APISolvers', 'DecisionModel', 'ParserTechnology', 'antlr4-python3-runtime', 'umo', 'Linux', 'lark-parser', 'wheel', 'ebnf', 'pydepqbf', 'Interoperability', 'DepMng', 'satyrn', 'Packages', 'six', 'setuptools', 'pip', 'pyglucose', 'pybind11']",0.4489712715148926,60,1,True
1,32,352,352,4646,"UCT MCTS (sc:iters=10, ew=0.5)",32,"['six', 'satyrn', 'System', 'AAFMFramework', 'Win', 'DecisionModel', 'SimpleParse', 'Interoperability', 'pylgl', 'antlr4-python3-runtime', 'APISolvers', 'CNFModel', 'pycosat', 'ParserTechnology', 'pydepqbf', 'ebnf', 'python-sat', 'pyglucose', 'DepMng', 'UVL', 'FeatureModel', 'pkg-resources', 'wheel', 'lark-parser', 'Utils', 'pycryptosat', 'pip', 'Metamodels', 'setuptools', 'Packages', 'satispy', 'pybind11']",2.407331705093384,62,10,True
2,50,550,550,10845,"UCT MCTS (sc:iters=10, ew=0.5)",50,"['Lingeling-satispy', 'pip', 'FeatureModel', 'System', 'Lingeling-python-sat', 'CNFModel', 'pkg-resources', 'PicoSAT', 'Packages', 'Linux', 'ParserTechnology', 'DepMng', 'MiniSAT-python-sat', 'SimpleParse', 'six', 'Glucose', 'pylgl', 'umo', 'Interoperability', 'APISolvers', 'DecisionModel', 'UVL', 'wheel', 'AAFMFramework', 'SPLOT', 'Lingeling', 'Metamodels', 'Solvers', 'Lingeling-pylgl', 'pycosat', 'Glucose-pyglucose', 'pycryptosat', 'satyrn', 'PicoSAT-pycosat', 'Utils', 'pyglucose', 'MiniSAT-umo', 'pydepqbf', 'pyPicosat', 'MiniSAT-satispy', 'PicoSAT-pyPicosat', 'pybind11', 'python-sat', 'setuptools', 'lark-parser', 'MiniSAT', 'Glucose-python-sat', 'satispy', 'ebnf', 'AutomatedReasoning']",3.6917052268981934,26,10,True
3,36,396,396,4640,"UCT MCTS (sc:iters=10, ew=0.5)",36,"['ParserTechnology', 'UVL', 'satispy', 'pip', 'pylgl', 'FeatureModel', 'lark-parser', 'Utils', 'Linux', 'CNFModel', 'pybind11', 'ebnf', 'System', 'APISolvers', 'SimpleParse', 'antlr4-python3-runtime', 'satyrn', 'python-sat', 'pipdeptree', 'pycryptosat', 'six', 'pycosat', 'Interoperability', 'Metamodels', 'DecisionModel', 'Packages', 'pyPicosat', 'SPLOT', 'FeatureIDE', 'DepMng', 'setuptools', 'wheel', 'pkg-resources', 'umo', 'AAFMFramework', 'pydepqbf']",2.593689203262329,54,10,True
4,59,642,649,9501,"UCT MCTS (sc:iters=10, ew=0.5)",59,"['AutomatedReasoning', 'Interoperability', 'MiniSAT-python-sat', 'CNFModel', 'APISolvers', 'python-sat', 'pycryptosat', 'ErrorDiagnosis', 'Lingeling', 'SimpleParse', 'DeadFeatures', 'six', 'Lingeling-python-sat', 'CoreFeatures', 'PicoSAT-pyPicosat', 'Solvers', 'Glucose-python-sat', 'pycosat', 'Linux', 'Lingeling-pylgl', 'lark-parser', 'SPLOT', 'MiniSAT', 'MiniSAT-satispy', 'ParserTechnology', 'FeatureIDE', 'pybind11', 'Glucose-pyglucose', 'System', 'setuptools', 'wheel', 'ValidModel', 'antlr4-python3-runtime', 'satyrn', 'ebnf', 'pylgl', 'ErrorDetection', 'ValidProduct', 'pkg-resources', 'Operations', 'pyglucose', 'umo', 'Packages', 'Lingeling-satispy', 'Metamodels', 'pip', 'UVL', 'Utils', 'DepMng', 'Glucose', 'PicoSAT-pycosat', 'ValidConfiguration', 'pyPicosat', 'AllProducts', 'MiniSAT-umo', 'DecisionModel', 'satispy', 'AAFMFramework', 'PicoSAT']",4.170716285705566,8,10,True
5,58,635,638,9199,"UCT MCTS (sc:iters=10, ew=0.5)",58,"['DeadFeatures', 'python-sat', 'Glucose-python-sat', 'Interoperability', 'Lingeling-pylgl', 'AllProducts', 'AAFMFramework', 'PicoSAT-pyPicosat', 'AutomatedReasoning', 'MiniSAT-satispy', 'Lingeling', 'SPLOT', 'Packages', 'SimpleParse', 'lark-parser', 'UVL', 'ValidProduct', 'ebnf', 'Lingeling-python-sat', 'pylgl', 'wheel', 'MiniSAT-python-sat', 'FeatureIDE', 'pycryptosat', 'pyglucose', 'umo', 'pycosat', 'ParserTechnology', 'antlr4-python3-runtime', 'pyPicosat', 'Glucose-pyglucose', 'Glucose', 'Utils', 'pydepqbf', 'Solvers', 'pkg-resources', 'MiniSAT-umo', 'Lingeling-satispy', 'FeatureModel', 'DecisionModel', 'APISolvers', 'Operations', 'satyrn', 'PicoSAT-pycosat', 'ValidConfiguration', 'PicoSAT', 'DepMng', 'MiniSAT', 'pip', 'pybind11', 'satispy', 'Metamodels', 'CNFModel', 'System', 'setuptools', 'ErrorDetection', 'Linux', 'six']",3.9376330375671387,10,10,True
6,60,637,660,9232,"UCT MCTS (sc:iters=10, ew=0.5)",60,"['FeatureModel', 'ErrorDiagnosis', 'AllProducts', 'Linux', 'umo', 'Glucose-pyglucose', 'pybind11', 'ParserTechnology', 'lark-parser', 'pylgl', 'System', 'ebnf', 'SPLOT', 'setuptools', 'CNFModel', 'Operations', 'AutomatedReasoning', 'Lingeling-python-sat', 'pycryptosat', 'satyrn', 'CoreFeatures', 'pip', 'satispy', 'ErrorDetection', 'ValidProduct', 'PicoSAT', 'six', 'AAFMFramework', 'pyglucose', 'Lingeling', 'pkg-resources', 'Glucose-python-sat', 'SimpleParse', 'Glucose', 'Metamodels', 'MiniSAT', 'Lingeling-satispy', 'MiniSAT-umo', 'Interoperability', 'PicoSAT-pycosat', 'MiniSAT-python-sat', 'Packages', 'python-sat', 'ValidConfiguration', 'MiniSAT-satispy', 'Solvers', 'PicoSAT-pyPicosat', 'FeatureIDE', 'antlr4-python3-runtime', 'ValidModel', 'APISolvers', 'UVL', 'Lingeling-pylgl', 'DeadFeatures', 'pyPicosat', 'Utils', 'wheel', 'DecisionModel', 'DepMng', 'pycosat']",4.069784641265869,6,10,True
7,21,231,231,3558,"UCT MCTS (sc:iters=10, ew=0.5)",21,"['ebnf', 'AAFMFramework', 'UVL', 'setuptools', 'Interoperability', 'pip', 'Linux', 'Utils', 'DepMng', 'ParserTechnology', 'FeatureModel', 'Packages', 'pylgl', 'DecisionModel', 'APISolvers', 'pybind11', 'Metamodels', 'SimpleParse', 'System', 'lark-parser', 'pkg-resources']",1.7708919048309326,42,10,True
8,58,638,638,11124,"UCT MCTS (sc:iters=10, ew=0.5)",58,"['python-sat', 'System', 'Lingeling-satispy', 'lark-parser', 'AllProducts', 'Solvers', 'PicoSAT-pyPicosat', 'CoreFeatures', 'pip', 'pyglucose', 'DeadFeatures', 'FeatureModel', 'ValidConfiguration', 'DecisionModel', 'Utils', 'setuptools', 'pylgl', 'ParserTechnology', 'MiniSAT', 'PicoSAT', 'Lingeling', 'ErrorDiagnosis', 'satispy', 'UVL', 'pipdeptree', 'DepMng', 'APISolvers', 'CNFModel', 'ErrorDetection', 'Glucose-pyglucose', 'Lingeling-python-sat', 'Glucose', 'Glucose-python-sat', 'Operations', 'ebnf', 'AAFMFramework', 'Metamodels', 'six', 'umo', 'pycosat', 'PicoSAT-pycosat', 'MiniSAT-umo', 'SPLOT', 'antlr4-python3-runtime', 'SimpleParse', 'Linux', 'MiniSAT-python-sat', 'wheel', 'Lingeling-pylgl', 'pycryptosat', 'pyPicosat', 'Interoperability', 'Packages', 'pybind11', 'AutomatedReasoning', 'MiniSAT-satispy', 'pkg-resources', 'ValidModel']",4.217452526092529,10,10,True
9,47,517,517,8779,"UCT MCTS (sc:iters=10, ew=0.5)",47,"['AutomatedReasoning', 'python-sat', 'AllProducts', 'wheel', 'Glucose', 'Glucose-pyglucose', 'pkg-resources', 'pip', 'UVL', 'Metamodels', 'APISolvers', 'Utils', 'System', 'DecisionModel', 'ebnf', 'Linux', 'pydepqbf', 'satispy', 'ValidProduct', 'DepMng', 'Packages', 'Solvers', 'MiniSAT-python-sat', 'pycryptosat', 'MiniSAT', 'pycosat', 'satyrn', 'antlr4-python3-runtime', 'pyglucose', 'setuptools', 'Operations', 'pybind11', 'six', 'AAFMFramework', 'umo', 'Interoperability', 'DeadFeatures', 'pyPicosat', 'ParserTechnology', 'FeatureIDE', 'ValidConfiguration', 'SimpleParse', 'lark-parser', 'SPLOT', 'FeatureModel', 'CNFModel', 'pylgl']",3.5082485675811768,32,10,True
10,33,363,363,4289,"UCT MCTS (sc:iters=10, ew=0.5)",33,"['setuptools', 'lark-parser', 'ParserTechnology', 'SPLOT', 'Interoperability', 'APISolvers', 'pip', 'pylgl', 'pydepqbf', 'SimpleParse', 'pycosat', 'Metamodels', 'Utils', 'UVL', 'pybind11', 'pycryptosat', 'FeatureIDE', 'FeatureModel', 'satyrn', 'Packages', 'DepMng', 'ebnf', 'antlr4-python3-runtime', 'umo', 'pyglucose', 'python-sat', 'six', 'Linux', 'satispy', 'pyPicosat', 'System', 'pkg-resources', 'AAFMFramework']",2.16961407661438,60,10,True
11,62,640,682,10961,"UCT MCTS (sc:iters=10, ew=0.5)",62,"['AAFMFramework', 'pkg-resources', 'Win', 'ValidConfiguration', 'pipdeptree', 'AutomatedReasoning', 'CoreFeatures', 'PicoSAT-pycosat', 'pylgl', 'PicoSAT', 'Utils', 'ErrorDetection', 'ParserTechnology', 'Lingeling-pylgl', 'SimpleParse', 'DepMng', 'pycosat', 'ValidProduct', 'pyPicosat', 'ErrorDiagnosis', 'python-sat', 'Interoperability', 'wheel', 'Solvers', 'lark-parser', 'Glucose-python-sat', 'satyrn', 'pybind11', 'ebnf', 'MiniSAT-satispy', 'pydepqbf', 'FeatureModel', 'UVL', 'satispy', 'Metamodels', 'pyglucose', 'FeatureIDE', 'pip', 'APISolvers', 'Lingeling', 'Lingeling-python-sat', 'System', 'pycryptosat', 'ValidModel', 'DecisionModel', 'MiniSAT-python-sat', 'CNFModel', 'Lingeling-satispy', 'umo', 'Glucose', 'AllProducts', 'antlr4-python3-runtime', 'PicoSAT-pyPicosat', 'six', 'Operations', 'Glucose-pyglucose', 'Packages', 'MiniSAT', 'setuptools', 'MiniSAT-umo', 'SPLOT', 'DeadFeatures']",4.254295587539673,-1,10,False
12,58,638,638,11115,"UCT MCTS (sc:iters=10, ew=0.5)",58,"['SPLOT', 'pkg-resources', 'ValidModel', 'PicoSAT-pyPicosat', 'umo', 'Metamodels', 'MiniSAT-umo', 'MiniSAT-python-sat', 'UVL', 'ValidProduct', 'setuptools', 'SimpleParse', 'AutomatedReasoning', 'pip', 'ErrorDetection', 'ebnf', 'CNFModel', 'lark-parser', 'Solvers', 'MiniSAT-satispy', 'System', 'Operations', 'ValidConfiguration', 'DecisionModel', 'Glucose-python-sat', 'FeatureIDE', 'Packages', 'Interoperability', 'pylgl', 'Glucose-pyglucose', 'Lingeling-pylgl', 'Linux', 'pybind11', 'DeadFeatures', 'FeatureModel', 'satispy', 'Lingeling-python-sat', 'AllProducts', 'antlr4-python3-runtime', 'PicoSAT', 'wheel', 'ParserTechnology', 'Lingeling', 'pyglucose', 'Glucose', 'AAFMFramework', 'APISolvers', 'pyPicosat', 'python-sat', 'PicoSAT-pycosat', 'ErrorDiagnosis', 'MiniSAT', 'six', 'DepMng', 'CoreFeatures', 'Lingeling-satispy', 'Utils', 'pycosat']",4.1542816162109375,10,10,True
13,44,484,484,9087,"UCT MCTS (sc:iters=10, ew=0.5)",44,"['pycosat', 'ebnf', 'six', 'AAFMFramework', 'Packages', 'DepMng', 'pip', 'pyglucose', 'python-sat', 'Linux', 'pyPicosat', 'ParserTechnology', 'wheel', 'Glucose', 'SimpleParse', 'lark-parser', 'Solvers', 'satispy', 'SPLOT', 'umo', 'UVL', 'Utils', 'APISolvers', 'pydepqbf', 'pycryptosat', 'CNFModel', 'PicoSAT-pycosat', 'Glucose-pyglucose', 'Lingeling', 'DecisionModel', 'Lingeling-satispy', 'antlr4-python3-runtime', 'pipdeptree', 'setuptools', 'satyrn', 'pybind11', 'pylgl', 'System', 'Lingeling-pylgl', 'AutomatedReasoning', 'PicoSAT', 'Metamodels', 'pkg-resources', 'Interoperability']",3.556746482849121,38,10,True
14,44,484,484,6831,"UCT MCTS (sc:iters=10, ew=0.5)",44,"['pydepqbf', 'UVL', 'ErrorDiagnosis', 'Utils', 'pylgl', 'ebnf', 'pip', 'AAFMFramework', 'SimpleParse', 'DecisionModel', 'pybind11', 'MiniSAT-umo', 'ValidProduct', 'six', 'SPLOT', 'ValidModel', 'Interoperability', 'umo', 'pycosat', 'ParserTechnology', 'pycryptosat', 'AllProducts', 'CNFModel', 'DeadFeatures', 'ErrorDetection', 'python-sat', 'Solvers', 'pkg-resources', 'MiniSAT', 'pyPicosat', 'Packages', 'DepMng', 'Operations', 'AutomatedReasoning', 'APISolvers', 'Metamodels', 'antlr4-python3-runtime', 'satyrn', 'System', 'setuptools', 'pyglucose', 'FeatureModel', 'lark-parser', 'Linux']",3.1795387268066406,38,10,True
15,55,605,605,10899,"UCT MCTS (sc:iters=10, ew=0.5)",55,"['MiniSAT-satispy', 'antlr4-python3-runtime', 'AAFMFramework', 'ErrorDetection', 'Interoperability', 'Glucose', 'DeadFeatures', 'Solvers', 'pkg-resources', 'CNFModel', 'Glucose-python-sat', 'pycryptosat', 'FeatureIDE', 'Utils', 'six', 'ebnf', 'setuptools', 'ValidModel', 'Linux', 'Glucose-pyglucose', 'Operations', 'satyrn', 'pydepqbf', 'PicoSAT-pyPicosat', 'wheel', 'pipdeptree', 'pip', 'pylgl', 'APISolvers', 'CoreFeatures', 'pyglucose', 'System', 'python-sat', 'AllProducts', 'satispy', 'SPLOT', 'ValidProduct', 'SimpleParse', 'Packages', 'umo', 'AutomatedReasoning', 'ValidConfiguration', 'DecisionModel', 'DepMng', 'UVL', 'Metamodels', 'PicoSAT', 'FeatureModel', 'pybind11', 'lark-parser', 'ErrorDiagnosis', 'ParserTechnology', 'pyPicosat', 'pycosat', 'MiniSAT']",3.8164169788360596,16,10,True
16,52,572,572,11564,"UCT MCTS (sc:iters=10, ew=0.5)",52,"['pydepqbf', 'Metamodels', 'pycryptosat', 'pip', 'FeatureModel', 'MiniSAT-umo', 'Operations', 'APISolvers', 'ParserTechnology', 'lark-parser', 'satispy', 'Interoperability', 'ValidProduct', 'Linux', 'MiniSAT', 'CoreFeatures', 'CNFModel', 'ErrorDetection', 'DecisionModel', 'pipdeptree', 'MiniSAT-satispy', 'setuptools', 'AAFMFramework', 'pybind11', 'FeatureIDE', 'pkg-resources', 'System', 'ValidConfiguration', 'AllProducts', 'six', 'Glucose', 'umo', 'wheel', 'pyPicosat', 'DepMng', 'Utils', 'DeadFeatures', 'Glucose-python-sat', 'ValidModel', 'satyrn', 'UVL', 'ebnf', 'SimpleParse', 'Solvers', 'pyglucose', 'antlr4-python3-runtime', 'AutomatedReasoning', 'pylgl', 'Packages', 'ErrorDiagnosis', 'python-sat', 'pycosat']",4.064138412475586,22,10,True
17,31,341,341,4683,"UCT MCTS (sc:iters=10, ew=0.5)",31,"['pycosat', 'python-sat', 'pyPicosat', 'Metamodels', 'Packages', 'CNFModel', 'lark-parser', 'Linux', 'pybind11', 'DecisionModel', 'Interoperability', 'FeatureModel', 'umo', 'APISolvers', 'setuptools', 'ebnf', 'pydepqbf', 'pkg-resources', 'AAFMFramework', 'antlr4-python3-runtime', 'satispy', 'pyglucose', 'DepMng', 'Utils', 'System', 'SPLOT', 'ParserTechnology', 'SimpleParse', 'six', 'wheel', 'pip']",2.438796281814575,64,10,True
18,59,633,649,10051,"UCT MCTS (sc:iters=10, ew=0.5)",59,"['MiniSAT', 'setuptools', 'Utils', 'pybind11', 'Solvers', 'PicoSAT-pycosat', 'antlr4-python3-runtime', 'PicoSAT-pyPicosat', 'ParserTechnology', 'Metamodels', 'umo', 'PicoSAT', 'pydepqbf', 'MiniSAT-satispy', 'pyglucose', 'satyrn', 'ValidConfiguration', 'Glucose-pyglucose', 'Lingeling-satispy', 'SimpleParse', 'ValidProduct', 'UVL', 'pkg-resources', 'MiniSAT-python-sat', 'CoreFeatures', 'DepMng', 'Lingeling', 'satispy', 'FeatureIDE', 'Lingeling-pylgl', 'SPLOT', 'AutomatedReasoning', 'MiniSAT-umo', 'Operations', 'pip', 'ErrorDiagnosis', 'System', 'ValidModel', 'wheel', 'pyPicosat', 'ebnf', 'pylgl', 'Packages', 'DeadFeatures', 'Glucose', 'Linux', 'pycryptosat', 'APISolvers', 'pycosat', 'AllProducts', 'lark-parser', 'Glucose-python-sat', 'ErrorDetection', 'pipdeptree', 'six', 'AAFMFramework', 'python-sat', 'Interoperability', 'CNFModel']",3.9211130142211914,8,10,True
19,33,363,363,4500,"UCT MCTS (sc:iters=10, ew=0.5)",33,"['pyglucose', 'Metamodels', 'FeatureIDE', 'ebnf', 'pkg-resources', 'antlr4-python3-runtime', 'pylgl', 'DecisionModel', 'System', 'pydepqbf', 'pip', 'setuptools', 'ParserTechnology', 'satispy', 'CNFModel', 'umo', 'DepMng', 'satyrn', 'Packages', 'Utils', 'pycryptosat', 'pybind11', 'pyPicosat', 'Interoperability', 'wheel', 'pycosat', 'UVL', 'AAFMFramework', 'lark-parser', 'SPLOT', 'Linux', 'APISolvers', 'SimpleParse']",2.550295114517212,60,10,True
20,57,627,627,9009,"UCT MCTS (sc:iters=10, ew=0.5)",57,"['System', 'pipdeptree', 'pylgl', 'Utils', 'AAFMFramework', 'MiniSAT', 'Metamodels', 'ValidProduct', 'ebnf', 'Lingeling-satispy', 'Interoperability', 'CNFModel', 'DecisionModel', 'Glucose-pyglucose', 'pybind11', 'PicoSAT-pycosat', 'Lingeling', 'six', 'pip', 'Lingeling-python-sat', 'ErrorDetection', 'Glucose-python-sat', 'pkg-resources', 'APISolvers', 'Glucose', 'pyglucose', 'DeadFeatures', 'setuptools', 'CoreFeatures', 'AutomatedReasoning', 'FeatureIDE', 'Linux', 'ValidModel', 'SPLOT', 'UVL', 'umo', 'FeatureModel', 'Lingeling-pylgl', 'DepMng', 'Packages', 'MiniSAT-python-sat', 'ParserTechnology', 'wheel', 'lark-parser', 'PicoSAT', 'AllProducts', 'pydepqbf', 'MiniSAT-umo', 'satispy', 'python-sat', 'pyPicosat', 'Operations', 'ErrorDiagnosis', 'Solvers', 'MiniSAT-satispy', 'pycosat', 'ValidConfiguration']",3.918140411376953,12,10,True
21,43,473,473,6438,"UCT MCTS (sc:iters=10, ew=0.5)",43,"['pylgl', 'ebnf', 'SimpleParse', 'six', 'CNFModel', 'Glucose-python-sat', 'umo', 'AAFMFramework', 'DepMng', 'pkg-resources', 'DecisionModel', 'Utils', 'Interoperability', 'wheel', 'pybind11', 'pydepqbf', 'APISolvers', 'Packages', 'Linux', 'python-sat', 'setuptools', 'FeatureModel', 'ParserTechnology', 'pyglucose', 'Glucose', 'pip', 'Metamodels', 'FeatureIDE', 'Glucose-pyglucose', 'System', 'antlr4-python3-runtime', 'Solvers', 'PicoSAT-pycosat', 'pyPicosat', 'pycosat', 'satyrn', 'pycryptosat', 'AutomatedReasoning', 'lark-parser', 'PicoSAT', 'SPLOT', 'UVL', 'satispy']",2.9471800327301025,40,10,True
22,27,297,297,3494,"UCT MCTS (sc:iters=10, ew=0.5)",27,"['setuptools', 'Packages', 'AAFMFramework', 'ParserTechnology', 'satispy', 'umo', 'FeatureModel', 'DepMng', 'Linux', 'pycosat', 'pkg-resources', 'pyglucose', 'pycryptosat', 'APISolvers', 'antlr4-python3-runtime', 'pybind11', 'pyPicosat', 'System', 'lark-parser', 'pip', 'satyrn', 'ebnf', 'Utils', 'pydepqbf', 'Metamodels', 'six', 'python-sat']",1.9997787475585938,72,10,True
23,51,561,561,10965,"UCT MCTS (sc:iters=10, ew=0.5)",51,"['MiniSAT-umo', 'wheel', 'Glucose', 'python-sat', 'AAFMFramework', 'AllProducts', 'SPLOT', 'AutomatedReasoning', 'MiniSAT', 'Lingeling-python-sat', 'CNFModel', 'ValidConfiguration', 'ErrorDetection', 'setuptools', 'Glucose-python-sat', 'MiniSAT-python-sat', 'ParserTechnology', 'ErrorDiagnosis', 'satispy', 'FeatureModel', 'antlr4-python3-runtime', 'pkg-resources', 'ValidProduct', 'Solvers', 'Lingeling-satispy', 'pipdeptree', 'six', 'Lingeling', 'System', 'SimpleParse', 'Lingeling-pylgl', 'pycosat', 'pydepqbf', 'Linux', 'Packages', 'Metamodels', 'umo', 'pycryptosat', 'Utils', 'DecisionModel', 'CoreFeatures', 'APISolvers', 'ebnf', 'pip', 'pyPicosat', 'Interoperability', 'DeadFeatures', 'Operations', 'DepMng', 'pylgl', 'lark-parser']",4.15175724029541,24,10,True
24,31,341,341,3824,"UCT MCTS (sc:iters=10, ew=0.5)",31,"['CNFModel', 'setuptools', 'Metamodels', 'six', 'Packages', 'ebnf', 'pybind11', 'DecisionModel', 'pyglucose', 'pycryptosat', 'pip', 'DepMng', 'pyPicosat', 'FeatureModel', 'Linux', 'pkg-resources', 'satyrn', 'SimpleParse', 'APISolvers', 'python-sat', 'ParserTechnology', 'pylgl', 'Utils', 'pydepqbf', 'lark-parser', 'umo', 'System', 'satispy', 'pycosat', 'antlr4-python3-runtime', 'AAFMFramework']",2.311075210571289,64,10,True
25,16,176,176,2721,"UCT MCTS (sc:iters=10, ew=0.5)",16,"['AAFMFramework', 'Metamodels', 'setuptools', 'pycosat', 'APISolvers', 'Win', 'DepMng', 'Utils', 'six', 'pybind11', 'pyglucose', 'DecisionModel', 'pylgl', 'Packages', 'pip', 'System']",1.4855475425720215,47,10,True
